month,month_name,rmse,mae,mse,theil_u1,epochs_trained,best_val_loss,final_train_loss,training_time,results_dir
1,January,0.09955694183662665,0.053286708891391754,0.009911584667861462,0.5258903914799536,100,0.00626010075211525,0.006133733317255974,169.68983674049377,./results/pimentel_mlp_gg/month_01_January
2,February,0.10299577726607108,0.0646100789308548,0.010608130134642124,0.49673481023163213,68,0.008636199869215488,0.006832316052168608,114.76408267021179,./results/pimentel_mlp_gg/month_02_February
3,March,0.08877862457769424,0.0372958704829216,0.007881644181907177,0.45477272041802513,100,0.008480442687869072,0.006856586784124374,167.8840274810791,./results/pimentel_mlp_gg/month_03_March
4,April,0.11011469578029795,0.06515263020992279,0.012125246226787567,0.5201381809124153,100,0.007745192386209965,0.006994025316089392,167.3700246810913,./results/pimentel_mlp_gg/month_04_April
5,May,0.13364914030243838,0.09583400934934616,0.017862092703580856,0.631649334224021,39,0.011253518983721733,0.007475127931684256,65.56695866584778,./results/pimentel_mlp_gg/month_05_May
6,June,0.13896263560446076,0.07622136175632477,0.019310614094138145,0.5859270448491841,32,0.010186462663114071,0.008140888065099716,53.6254518032074,./results/pimentel_mlp_gg/month_06_June
7,July,0.13296030739452763,0.08753664791584015,0.01767844334244728,0.5331753529920331,85,0.010916676372289658,0.007997185923159122,141.701673746109,./results/pimentel_mlp_gg/month_07_July
8,August,0.10199953919106763,0.04835362732410431,0.010403905995190144,0.4573207009093871,70,0.009490665048360825,0.007581041194498539,115.76585507392883,./results/pimentel_mlp_gg/month_08_August
9,September,0.09591676746626732,0.03960699588060379,0.009200026281177998,0.45562151897016,83,0.00961560569703579,0.0073761180974543095,137.74235606193542,./results/pimentel_mlp_gg/month_09_September
10,October,0.09065880823092665,0.04647757485508919,0.008219019509851933,0.4634131407876551,100,0.008304772898554802,0.0076501318253576756,165.75959753990173,./results/pimentel_mlp_gg/month_10_October
11,November,0.09427183176621909,0.038604557514190674,0.008887178264558315,0.43449096712979524,100,0.007362815551459789,0.00782522838562727,167.68694877624512,./results/pimentel_mlp_gg/month_11_November
12,December,0.11520135939965548,0.0590912364423275,0.013271353207528591,0.487055566548244,100,0.008642476983368397,0.007724163122475147,169.0004940032959,./results/pimentel_mlp_gg/month_12_December
