test_year,test_month,model_type,test_loss_mse,test_rmse,test_mae,theil_u1,bias_proportion,variance_proportion,covariance_proportion,sum_of_proportions
2023,12,PimentelMLP,0.0001670204073889181,0.01292363740503788,0.010243459604680538,0.0682672,0.5424908,0.044063676,0.41344639365577934,1.0000008613338494
